rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,betat,slice,loglik
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.575757575757576e-9,betat,-1602.0075853504543
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.474747474747476e-9,betat,-1599.777888036932
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.373737373737374e-9,betat,-1605.6447250329009
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.272727272727273e-9,betat,-1604.9817717917035
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.171717171717172e-9,betat,-1604.3392832184265
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.070707070707071e-9,betat,-1601.9414717208479
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.969696969696969e-9,betat,-1600.4332957508077
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.868686868686869e-9,betat,-1598.9886099552675
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.767676767676768e-9,betat,-1600.8002007377654
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.666666666666667e-9,betat,-1600.873266003996
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.5656565656565665e-9,betat,-1600.86289926199
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.4646464646464645e-9,betat,-1600.197452284192
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.363636363636364e-9,betat,-1600.1415145945787
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.262626262626263e-9,betat,-1598.952736468728
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.161616161616162e-9,betat,-1599.6164763519682
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.060606060606061e-9,betat,-1599.6155841475272
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.95959595959596e-9,betat,-1599.6209753573137
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.8585858585858585e-9,betat,-1600.5604835010631
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.757575757575758e-9,betat,-1602.0203829755364
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.656565656565657e-9,betat,-1598.6550802793313
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.555555555555556e-9,betat,-1601.577670763707
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.454545454545455e-9,betat,-1600.570256302027
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.353535353535354e-9,betat,-1600.2796359368708
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.2525252525252525e-9,betat,-1602.3335673825504
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.151515151515152e-9,betat,-1599.202354229872
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.050505050505051e-9,betat,-1605.0364049606678
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.94949494949495e-9,betat,-1599.781558591461
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.848484848484849e-9,betat,-1600.08258550055
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.747474747474748e-9,betat,-1600.105682882329
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.6464646464646465e-9,betat,-1599.8277040001672
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.545454545454545e-9,betat,-1601.266091453861
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.444444444444445e-9,betat,-1602.0304176637596
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.343434343434344e-9,betat,-1601.817655036807
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.242424242424243e-9,betat,-1599.1828788691012
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.141414141414142e-9,betat,-1602.3670516082097
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.0404040404040405e-9,betat,-1599.7824495068764
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.939393939393939e-9,betat,-1601.2168329851818
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.838383838383839e-9,betat,-1603.1092772342186
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.737373737373738e-9,betat,-1601.8893786499182
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.636363636363637e-9,betat,-1603.78907556369
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.5353535353535357e-9,betat,-1602.6412366221823
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.4343434343434345e-9,betat,-1604.1445500113293
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.3333333333333334e-9,betat,-1602.3676247909184
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.2323232323232323e-9,betat,-1599.9033066129941
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.131313131313132e-9,betat,-1600.4946864696713
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.030303030303031e-9,betat,-1608.7722736926526
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.9292929292929297e-9,betat,-1600.4782416978358
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.8282828282828285e-9,betat,-1603.1255239811387
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.7272727272727274e-9,betat,-1601.7502010061498
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.6262626262626263e-9,betat,-1602.924538007586
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.525252525252526e-9,betat,-1599.5396631745061
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.424242424242424e-9,betat,-1602.0027704151248
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.3232323232323237e-9,betat,-1601.632115209773
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.2222222222222234e-9,betat,-1598.8668506702163
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.1212121212121214e-9,betat,-1599.9792934851218
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.020202020202021e-9,betat,-1600.8092601017652
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.919191919191919e-9,betat,-1601.562951200757
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.8181818181818188e-9,betat,-1600.054979384293
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.7171717171717169e-9,betat,-1598.9314307528095
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.6161616161616165e-9,betat,-1601.4710226635777
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.5151515151515162e-9,betat,-1597.7651319724466
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.4141414141414143e-9,betat,-1601.0092439002701
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.313131313131314e-9,betat,-1599.1746819375317
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.212121212121212e-9,betat,-1599.2628540337828
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.1111111111111117e-9,betat,-1605.9388079206349
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.0101010101010097e-9,betat,-1601.5013222963355
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-9.090909090909094e-10,betat,-1599.2694814740653
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.080808080808091e-10,betat,-1601.2053769600852
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.070707070707071e-10,betat,-1602.2038687671345
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.060606060606068e-10,betat,-1600.4364123927116
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.050505050505049e-10,betat,-1602.0669136665158
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.0404040404040455e-10,betat,-1602.4423895173522
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.0303030303030424e-10,betat,-1598.3277020094763
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.0202020202020228e-10,betat,-1601.034118553181
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.0101010101010196e-10,betat,-1601.408999972691
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0,betat,-1598.9660564963365
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.1,betat,-1645.014567519834
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.09898989898989899,betat,-1645.8103711511556
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.09797979797979799,betat,-1644.74997219999
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.09696969696969697,betat,-1643.2234903775914
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.09595959595959597,betat,-1642.4697496307392
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.09494949494949495,betat,-1638.7453467119396
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.09393939393939395,betat,-1640.279703936054
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.09292929292929293,betat,-1638.263290293142
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.09191919191919193,betat,-1639.8291407444174
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.09090909090909091,betat,-1635.3002360790174
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08989898989898991,betat,-1636.860498173504
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08888888888888889,betat,-1632.5695072008261
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08787878787878789,betat,-1636.8448491283625
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08686868686868687,betat,-1632.587525777913
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08585858585858586,betat,-1634.2013852781308
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08484848484848485,betat,-1632.888761480462
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08383838383838385,betat,-1632.3812086856685
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08282828282828283,betat,-1632.3686442712133
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08181818181818182,betat,-1629.9012235732534
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.08080808080808081,betat,-1630.2709894697903
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.07979797979797981,betat,-1630.3562916361166
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0.0787878787878788,betat,-1628.8822830501435
